Duplicate,Name,Type,Full Description (Small paragraph),Description,Website,Industry (Practice Area),L1 (Auto-generated Feed Name),Top Feed Name (Cluster),Score (Tracxn),Archive Challenge (Narrative),Secondary Narrative,Challenge (Tier 1) ,Solution Space (Tier 2) ,Archive Solution Space (Cluster),Founded,Headcount (High Potential),Country,Funded,Funding Stage,Total Funding (USD),Maturity,Latest Funding Date,Year Founded Score,Year Founded Weighting,Headcount Score,Headcount Weighting,Funding Stage Score,Funding Stage Weighting,TRL Score,TRL Weighting,Total Score,Result,Owner,Relevance,Post it,Wild Card (Highly Innovative),Potential Hero?,Hero,Inc. Compass,Diaa Add. Compass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,CYSALYS Technologies,Startup,"Cysalys technologies is a designer and developer of hybrid solar power supply systems for telecom sites and off-grid sites. Product range includes smart hybrid solar power systems and low power solar system. Also offers customized solutions as per the client needs. Also, offers an energy management system called CYBOX.",Developer of solar energy projects,cysalys.com,"Energy
 Environment",Solar Energy,Solar Energy,27.71,(5) Micro@Scale,,,,,2015,,France,Yes,Seed,,Emerging,2/11/2019,1,0.3,,0,0.2,0.7,,0,0.44,Emerging,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,Abundance,Startup,"Abundance is a crowdfunding platform for energy projects. The type of securities offered on the platform are debentures which entitle investors to regular capital and interest payments every six months throughout the life of the investment. The debentures are tradeable and for the investors who need to sell the debentures, the company operates a free Bulletin Board service to help them find a buyer.",Crowdfunding platform for energy projects,https://www.abundanceinvestment.com/,,,,51.03,(6) Social Movement,(3) Economic & Regulatory Incentive,Use Less,Funding Upgrades,Crowdfunding,2012,,United Kingdom,Yes,Series A,,Emerging,2/11/2019,1,0.3,,0,0.2,0.7,,0,0.44,Emerging,Louise,,Yes,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,Tallarna,Startup,"Data intelligence company offering AI-based solutions for environmental management. Its platform helps companies to translate technical risks into financial ones. It provides solutions for project funding, carbon reduction, and energy saving.",Data intelligence company offering AI-based solutions for environmental management,tallarna.com,,Other,Other,24.1,(1) Solving for Complexity,,,,,2017,,United Kingdom,Yes,Undisclosed,,Nascent,,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,The Best Equity,Startup,The Best Equity provides equity-based crowdfunding platform focused on startups. It allows users to choose from multiple sectors for making investments. It also provides campaign management services to users for startup development.,Equity-based crowdfunding platform for startups,thebestequity.com,"FinTech
FinTech","Investment Tech
Crowdfunding","Investment Tech
Crowdfunding",12.64,(3) Economic & Regulatory Incentive,,,,,2017,,Italy,Yes,Funding Raised,,Mature,,0.7,0.3,,0,0.7,0.7,,0,0.7,Mature,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,Sympower,Startup,"Provider of energy management systems. It helps users to automate switching on and off electric heating, air conditioning, and hot water appliances for demand management. It also offers a smart controller that learns user preferences and makes changes accordingly. Product offering includes powerflex, solarflex, charge flex, battery flex, and flex advisory.",Provider of energy management systems,sympower.net,"Energy Tech
 Environment Tech
 Sustainability Tech
 Energy Tech
 Environment Tech
 Sustainability Tech
 Technology
 Internet of Things - Industry Applications","Energy Efficiency Tech
 Smart Grid
 IoT Applications",Energy Efficiency Tech,49.28,(4) End Consumer,,Use Less,Efficiency Insights & Optimisation,Household Efficiency Insights & Optimisation,2015,,Estonia,Yes,Series B,"$10,677,250",Emerging,3/24/2021,1,0.3,,0,0.4,0.7,,0,0.58,Emerging,Henri,,Yes,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,ACCENTA,Startup,"ACCENTA is a renewable energy storage solutions provider. It provides low carbon heating & cooling needs of buildings by using geothermal storage and artificial intelligence. Solutions include accenta.design ( optimized design of the low carbon boiler), and accenta.ai ( Intelligent control of the low carbon boiler).",Renewable energy storage solutions provider,accenta.ai,"Energy Tech
 Environment Tech
 Sustainability Tech",Energy Efficiency Tech,Energy Efficiency Tech,45.83,(5) Micro@Scale,,Scale Local,Energy Storage Solutions,Storing Clean Energy,2017,,France,Yes,Series A,"$5,181,420",Nascent,10/16/2019,0.7,0.3,,0,0.2,0.7,,0,0.35,Nascent,,,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,Minibems,Startup,Cloud-based platform for monitoring building heating systems and reducing energy consumption,Minibems is a cloud-based platform for monitoring building heating systems and reducing energy consumption. The platform offers energy and carbon reduction solutions by monitoring and controlling the heat network of domestic and commercial buildings.,minibems.com,"Energy Tech
 Environment Tech
 Sustainability Tech
 Real Estate and Construction Tech
 Real Estate and Construction Tech
 Technology
 Internet of Things - Industry Applications","Energy Efficiency Tech
 Facility Management Tech
 Property Management Tech
 IoT Applications",Energy Efficiency Tech,33.22,(5) Micro@Scale,,,,,2016,,United Kingdom,Yes,Seed,,Nascent,,0.7,0.3,,0,0.2,0.7,,0,0.35,Nascent,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,FI Freiberg Institut,Startup,"Provider of energy management solutions for commercial applications. It offers Edgar - a simulation and optimization software for energy management. Additionally, it allows to integrate renewable energies, assess business models, and more.",Provider of energy management solutions for commercial applications,freiberg-institut.de,"Energy Tech
 Environment Tech
 Sustainability Tech",Energy Efficiency Tech,Energy Efficiency Tech,12.37,(1) Solving for Complexity,,,,,2016,,Germany,Yes,Undisclosed,,Nascent,,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,DTWISE,Startup,"DTWISE provides solutions for energy project management. Its solutions include wise_search for data management and monitoring, wise_log, a data logger and gateway that connects the various machine to collect raw data, wise_base for data storage and wise_m2m, configuration management and control software.",Provider of solutions for energy project management,dtwise.com,"Energy Tech
 Environment Tech
 Sustainability Tech",Energy Efficiency Tech,Energy Efficiency Tech,11.07,(1) Solving for Complexity,,,,,2018,,Greece,Yes,Undisclosed,,Nascent,,0.5,0.3,,0,0,0.7,,0,0.15,Nascent,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,ifesca,Startup,"AI driven platform offering energy forecasting and optimization solutions. It provides services such as software development, project management, support & research, optimizing network management, decision-making processes, customer and future oriented software, integration and intuitive operations, and more.",AI driven platform offering energy forecasting and optimization solutions,ifesca.de,"Enterprise Applications
 Energy Tech
 Environment Tech
 Sustainability Tech","Big Data Analytics
 Energy Efficiency Tech",Big Data Analytics,34.05,(4) End Consumer,,Use Less,Efficiency Insights & Optimisation,Household Efficiency Insights & Optimisation,2016,,Germany,Yes,Series A,,Nascent,10/4/2021,0.7,0.3,,0,0.2,0.7,,0,0.35,Nascent,,,Yes,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,tafsquare,Startup,"Tafsquare is an online marketplace for finding construction professionals. The platform enables users to request for a quote by providing necessary information on the questionnaire. The platform analyses the questionnaire and sends quotes to users. Users can select the quotes of their choice according to their budget. The company offers services from electricians, carpenters, plumbers, painters, tilers, gardeners, and more. Professionals can register by providing the necessary information online. The company earns revenue through its subscription-based plans.",Online marketplace for finding construction professionals,tafsquare.com,"Consumer
 Unbundling of Craigslist
 Retail
 Real Estate and Construction Tech
 Real Estate and Construction Tech","Local Services
 Home Improvements
 Construction Tech
 Property Management Tech",Local Services,21.29,(1) Solving for Complexity,,,,,2016,,Belgium,Yes,Undisclosed,,Nascent,,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,EkkoSense,Startup,"EkkoSense is a data center infrastructure management software provider. It has developed a platform for data center infrastructure management software providers. The solution offered by the company leverages wireless sensors and 3D visualization to monitor, manage, and maximize efficiency. The product offered by the company provides a solution for risk reduction, cost reduction, and capacity optimization. Clientele includes Vodafone, Virgin, Bloomberg, Visa, CBRE, and Santander.",Data center infrastructure management software provider,ekkosense.com,"Enterprise Infrastructure
 Energy Tech
 Environment Tech
 Sustainability Tech","Data Center Infrastructure
 Energy Efficiency Tech",Data Center Infrastructure,48.51,(4) End Consumer,,Use Less,Efficiency Insights & Optimisation,Industrial Efficiency Insights & Optimisation,2013,,United Kingdom,Yes,Series C,"$50,925,600",Emerging,5/10/2021,1,0.3,,0,0.4,0.7,,0,0.58,Emerging,,,Yes,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,othermo,Startup,"othermo is a provider of web-based industry management solutions. It offers solutions such as cross-manufacturer connectivity, web-based management platform, remote monitoring of the systems, and others. The platform provides insights into the current status and historical operation of the individual components and provides fault alerts. Also, it allows users to control the data center's individual components on the platform.",Provider of web-based industry management solutions,othermo.de,"Energy Tech
 Environment Tech
 Sustainability Tech
 Technology
 Internet of Things - Industry Applications","Energy Efficiency Tech
 IoT Applications",Energy Efficiency Tech,24.96,(1) Solving for Complexity,,,,,2018,,Germany,Yes,Seed,"$25,081",Nascent,1/17/2019,0.5,0.3,,0,0.2,0.7,,0,0.29,Nascent,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,ethernetics.tech,Startup,"Ethernetics provides solutions to automate data centre operations. It also provides dashboards based on measurement data. It uses machine learning and artificial intelligence technology to implement predictive maintenance of server power supplies, UPS and backup batteries. It also provides solutions for lower power cost, reduction of the total cost of ownership, and for certifications.",Provider of solutions to automate data center operations,ethernetics.tech,"Enterprise Infrastructure
 Energy Tech
 Environment Tech
 Sustainability Tech
 Technology
 Internet of Things - Industry Applications","Data Center Infrastructure
 Energy Efficiency Tech
 IoT Applications",Data Center Infrastructure,17.26,(1) Solving for Complexity,,,,,2018,,Belgium,Yes,Undisclosed,,Nascent,,0.5,0.3,,0,0,0.7,,0,0.15,Nascent,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,Deepki,Startup,SaaS-driven solutions for energy monitoring for buildings. The company collects data from customers and do the analysis for energy improvement measures and provides a dashboard with appropriate action plans.,SaaS-driven solutions for energy monitoring for buildings,deepki.com,"Energy Tech
 Environment Tech
 Sustainability Tech
 Real Estate and Construction Tech
 Real Estate and Construction Tech","Energy Efficiency Tech
 Facility Management Tech
 Property Management Tech",Energy Efficiency Tech,61.08,(4) End Consumer,(1) Solving for Complexity,Use Less,Efficiency Insights & Optimisation,Household Efficiency Insights & Optimisation,2014,,United Kingdom,Yes,Series C,"$176,954,680",Emerging,3/30/2022,1,0.3,,0,0.4,0.7,,0,0.58,Emerging,,,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
